Long,Lat,Date,BirdID,Fix
-77.9394,18.0419,3/4/17,338,683
-77.9391,18.0429,3/4/17,146,684
-77.9392,18.0431,3/4/17,208,685
-77.9402,18.0454,3/4/17,46,686
-77.9427,18.0453,3/4/17,54,687
-77.9426,18.0448,3/4/17,153,688
-77.9419,18.0435,3/4/17,128,689
-77.9419,18.0429,3/4/17,194,690
-77.9392,18.0424,3/6/17,208,691
-77.9392,18.0432,3/6/17,338,692
-77.9394,18.0436,3/6/17,146,693
-77.94,18.0451,3/6/17,46,694
-77.9418,18.043,3/6/17,194,695
-77.9416,18.0437,3/6/17,128,696
-77.9424,18.045,3/6/17,153,697
-77.9427,18.0453,3/6/17,54,698
-77.9383,18.0429,3/6/17,338,699
-77.9388,18.0431,3/6/17,208,700
-77.9399,18.0428,3/6/17,146,701
-77.942,18.043,3/6/17,194,702
-77.942,18.0431,3/6/17,128,703
-77.9402,18.0455,3/6/17,46,704
-77.9426,18.0448,3/6/17,153,705
-77.9426,18.0451,3/6/17,54,706
-77.9356,18.0367,3/7/17,114,707
-77.9356,18.0387,3/7/17,169,708
-77.9319,18.0419,3/7/17,89,709
-77.9353,18.0329,3/7/17,302,710
-77.9363,18.0361,3/7/17,114,711
-77.9357,18.0362,3/7/17,169,712
-77.9318,18.0411,3/7/17,89,713
-77.9353,18.0329,3/7/17,302,714
-77.9359,18.0354,3/7/17,114,715
-77.9351,18.0359,3/7/17,169,716
-77.9316,18.0411,3/7/17,89,717
-77.9356,18.033,3/7/17,302,718
-77.9384,18.0435,3/7/17,208,719
-77.9385,18.0418,3/7/17,338,720
-77.9388,18.0433,3/7/17,146,721
-77.9425,18.0448,3/7/17,153,723
-77.9415,18.0448,3/7/17,128,724
-77.9406,18.0452,3/7/17,46,725
-77.9413,18.046,3/7/17,54,726
-77.9388,18.0426,3/7/17,208,727
-77.9383,18.0429,3/7/17,338,728
-77.9393,18.0429,3/7/17,146,729
-77.942,18.0421,3/7/17,194,730
-77.9393,18.0422,3/7/17,146,731
-77.939,18.043,3/7/17,338,732
-77.9377,18.0443,3/7/17,208,733
-77.9401,18.0451,3/7/17,46,734
-77.9424,18.045,3/7/17,54,735
-77.9428,18.0444,3/7/17,153,736
-77.9415,18.0441,3/7/17,128,737
-77.9415,18.043,3/7/17,194,738
-77.9422,18.042,3/8/17,194,745
-77.939,18.042,3/8/17,208,746
-77.9386,18.0433,3/8/17,338,747
-77.939,18.0432,3/8/17,146,748
-77.9424,18.0448,3/8/17,128,749
-77.9415,18.0461,3/8/17,54,750
-77.9402,18.0452,3/8/17,46,751
-77.9394,18.0426,3/8/17,146,752
-77.9388,18.0432,3/8/17,338,753
-77.9384,18.0421,3/8/17,208,754
-77.942,18.0429,3/8/17,194,755
-77.9415,18.0446,3/8/17,128,756
-77.9401,18.0455,3/8/17,46,757
-77.9412,18.0456,3/8/17,54,758
-77.9431,18.0447,3/8/17,153,759
-77.9354,18.0383,3/9/17,114,760
-77.936,18.0393,3/9/17,169,761
-77.9321,18.0413,3/9/17,89,762
-77.9346,18.0334,3/9/17,302,763
-77.9318,18.0419,3/9/17,89,764
-77.9355,18.0365,3/9/17,114,765
-77.9353,18.0362,3/9/17,169,766
-77.9351,18.0344,3/9/17,302,767
-77.9394,18.0423,3/9/17,338,768
-77.9393,18.0418,3/9/17,208,769
-77.9392,18.0433,3/9/17,146,770
-77.9422,18.0435,3/9/17,128,771
-77.9424,18.0444,3/9/17,153,772
-77.9429,18.0451,3/9/17,54,773
-77.9403,18.0451,3/9/17,46,774
-77.9394,18.0429,3/9/17,338,775
-77.9385,18.042,3/9/17,208,777
-77.9314,18.041,3/7/17,89,778
-77.9358,18.0373,3/7/17,114,779
-77.9356,18.0358,3/7/17,169,780
-77.9355,18.0367,3/8/17,169,783
-77.9316,18.0419,3/8/17,89,784
-77.9353,18.0363,3/8/17,114,785
-77.9349,18.0336,3/8/17,302,786
-77.9349,18.0362,3/8/17,169,787
-77.9323,18.0414,3/8/17,89,788
-77.9353,18.0363,3/8/17,114,789
-77.9348,18.0334,3/8/17,302,790
-77.935,18.0362,3/8/17,169,791
-77.9323,18.0408,3/8/17,89,792
-77.9356,18.0364,3/8/17,114,793
-77.935,18.0335,3/8/17,302,794
-77.9362,18.0388,3/10/17,169,795
-77.9354,18.0384,3/10/17,114,796
-77.9321,18.0413,3/10/17,89,797
-77.9359,18.0351,3/10/17,302,798
-77.9318,18.0412,3/10/17,89,799
-77.9356,18.0354,3/10/17,169,800
-77.9348,18.0355,3/10/17,302,801
-77.9356,18.0381,3/10/17,114,802
-77.9419,18.0429,3/10/17,194,803
-77.9397,18.0432,3/10/17,146,804
-77.939,18.0421,3/10/17,208,805
-77.9393,18.0419,3/10/17,338,806
-77.9421,18.0436,3/10/17,153,807
-77.9429,18.0459,3/10/17,54,808
-77.9401,18.0455,3/10/17,46,809
-77.9429,18.0447,3/10/17,128,810
-77.942,18.0432,3/10/17,194,811
-77.939,18.0422,3/10/17,208,812
-77.9398,18.0425,3/10/17,146,813
-77.9417,18.0435,3/10/17,128,814
-77.9427,18.0448,3/10/17,153,815
-77.943,18.0465,3/10/17,54,816
-77.9401,18.0454,3/10/17,46,817
-77.9422,18.0434,3/10/17,338,818
-77.9418,18.0434,3/10/17,194,819
-77.9418,18.0436,3/10/17,128,820
-77.9427,18.0442,3/10/17,153,821
-77.9427,18.0461,3/10/17,54,781
-77.9402,18.0454,3/10/17,46,822
-77.9398,18.0427,3/10/17,146,823
-77.9391,18.0425,3/10/17,208,824
-77.9421,18.0438,3/10/17,338,825
-77.9419,18.043,3/10/17,194,826
-77.9415,18.0436,3/10/17,128,827
-77.9432,18.045,3/10/17,153,828
-77.9428,18.0458,3/10/17,54,829
-77.9402,18.0454,3/10/17,46,830
-77.9387,18.0428,3/10/17,208,832
-77.9394,18.0428,3/11/17,146,833
-77.9393,18.0423,3/11/17,338,834
-77.9394,18.0419,3/11/17,208,835
-77.9422,18.0435,3/11/17,194,836
-77.9423,18.0431,3/11/17,128,837
-77.9426,18.0453,3/11/17,153,838
-77.9433,18.0461,3/11/17,54,839
-77.94,18.0454,3/11/17,46,840
-77.9394,18.0428,3/11/17,146,841
-77.9394,18.0414,3/11/17,208,842
-77.9419,18.0445,3/11/17,338,843
-77.9417,18.0438,3/11/17,194,844
-77.9424,18.0432,3/11/17,128,845
-77.9424,18.0447,3/11/17,153,846
-77.9433,18.0465,3/11/17,54,847
-77.9402,18.0454,3/11/17,46,848
-77.935,18.036,3/10/17,169,849
-77.935,18.0346,3/10/17,302,850
-77.9364,18.0371,3/10/17,114,851
-77.9334,18.0422,3/10/17,89,852
-77.9359,18.0353,3/10/17,169,853
-77.9347,18.0345,3/10/17,302,854
-77.9358,18.0377,3/10/17,114,855
-77.9333,18.0422,3/10/17,89,856
-77.935,18.0327,3/11/17,302,857
-77.9356,18.0384,3/11/17,114,858
-77.936,18.0387,3/11/17,169,859
-77.932,18.0415,3/11/17,89,860
-77.9353,18.0388,3/11/17,114,861
-77.936,18.0384,3/11/17,169,862
-77.935,18.0331,3/11/17,302,863
-77.9312,18.041,3/11/17,89,864
-77.9394,18.0431,3/12/17,146,865
-77.9393,18.0423,3/12/17,208,866
-77.9387,18.0424,3/12/17,338,867
-77.9427,18.0453,3/12/17,153,868
-77.9429,18.0458,3/12/17,54,869
-77.9394,18.0428,3/12/17,146,870
-77.9383,18.0432,3/12/17,338,871
-77.9385,18.0426,3/12/17,208,872
-77.9405,18.0429,3/12/17,194,873
-77.9403,18.0453,3/12/17,46,874
-77.9434,18.0464,3/12/17,54,875
-77.9432,18.045,3/12/17,153,876
-77.9418,18.0436,3/12/17,128,877
-77.9396,18.0428,3/12/17,146,878
-77.9387,18.0432,3/12/17,208,879
-77.9388,18.0431,3/12/17,338,880
-77.9415,18.0439,3/12/17,194,881
-77.9415,18.0438,3/12/17,128,882
-77.9403,18.0451,3/12/17,46,883
-77.9433,18.0467,3/12/17,54,884
-77.9424,18.0443,3/12/17,153,885
-77.9419,18.0437,3/12/17,194,886
-77.9396,18.0427,3/12/17,146,887
-77.9396,18.0422,3/12/17,338,888
-77.9382,18.0432,3/12/17,208,889
-77.9416,18.0434,3/12/17,128,890
-77.9403,18.0449,3/12/17,46,891
-77.932,18.0415,3/12/17,89,892
-77.9361,18.0378,3/12/17,302,893
-77.936,18.0386,3/12/17,169,894
-77.9355,18.0387,3/12/17,114,895
-77.9311,18.0411,3/12/17,89,896
-77.936,18.0377,3/12/17,302,897
-77.936,18.0384,3/12/17,169,898
-77.9355,18.0385,3/12/17,114,899
-77.9313,18.0409,3/12/17,89,900
-77.9355,18.0386,3/12/17,114,902
-77.9358,18.0344,3/15/17,302,903
-77.9355,18.0389,3/15/17,114,904
-77.9365,18.0408,3/15/17,169,905
-77.9329,18.0413,3/15/17,89,906
-77.9359,18.0343,3/15/17,302,907
-77.9352,18.0384,3/15/17,114,908
-77.9364,18.04,3/15/17,169,909
-77.9319,18.0416,3/15/17,89,910
-77.9357,18.034,3/15/17,302,911
-77.9354,18.0384,3/15/17,114,912
-77.9364,18.0401,3/15/17,169,913
-77.9317,18.0411,3/15/17,89,914
-77.9352,18.033,3/15/17,302,915
-77.9356,18.0381,3/15/17,114,916
-77.936,18.0384,3/15/17,169,917
-77.9314,18.0408,3/15/17,89,918
-77.9355,18.0388,3/15/17,114,919
-77.936,18.0385,3/15/17,169,920
-77.9422,18.0461,3/16/17,54,921
-77.9408,18.0447,3/16/17,46,922
-77.9426,18.0454,3/16/17,153,923
-77.9396,18.0429,3/16/17,146,924
-77.9399,18.0421,3/16/17,338,925
-77.9392,18.042,3/16/17,208,926
-77.9417,18.0424,3/16/17,128,927
-77.9419,18.0434,3/16/17,194,928
-77.9427,18.0452,3/16/17,153,929
-77.9427,18.0459,3/16/17,54,930
-77.9407,18.0451,3/16/17,46,931
-77.9396,18.0427,3/16/17,146,932
-77.9397,18.0416,3/16/17,338,933
-77.9391,18.0415,3/16/17,208,934
-77.9417,18.0424,3/16/17,128,935
-77.9418,18.0434,3/16/17,194,936
-77.9426,18.0454,3/16/17,153,937
-77.9434,18.0467,3/16/17,54,938
-77.9402,18.0451,3/16/17,46,939
-77.9417,18.0427,3/16/17,128,940
-77.9397,18.0422,3/16/17,146,941
-77.9398,18.042,3/16/17,338,942
-77.9393,18.0422,3/16/17,208,943
-77.942,18.0437,3/16/17,194,944
-77.9433,18.0465,3/16/17,54,945
-77.9433,18.0461,3/16/17,153,946
-77.9402,18.0451,3/16/17,46,947
-77.9395,18.0426,3/16/17,146,948
-77.9392,18.0419,3/16/17,208,949
-77.9399,18.0417,3/16/17,338,950
-77.9418,18.0425,3/16/17,128,951
-77.9351,18.0352,3/17/17,302,952
-77.9354,18.0388,3/17/17,114,953
-77.9367,18.0404,3/17/17,169,954
-77.9366,18.0402,3/17/17,169,956
-77.9355,18.0385,3/17/17,114,957
-77.9355,18.0346,3/17/17,302,958
-77.9397,18.042,3/17/17,338,960
-77.9392,18.0417,3/17/17,208,961
-77.94,18.0426,3/17/17,146,962
-77.9417,18.0428,3/17/17,128,963
-77.9414,18.0426,3/17/17,194,964
-77.9433,18.0465,3/17/17,54,965
-77.9433,18.0459,3/17/17,153,966
-77.9399,18.0452,3/17/17,46,967
-77.9398,18.0426,3/17/17,146,968
-77.9398,18.0419,3/17/17,338,969
-77.9394,18.0415,3/17/17,208,970
-77.9433,18.0467,3/17/17,54,971
-77.9398,18.0418,3/18/17,338,972
-77.9392,18.0415,3/18/17,208,973
-77.9404,18.0452,3/18/17,46,974
-77.9425,18.0456,3/18/17,153,975
-77.9426,18.0459,3/18/17,54,976
-77.9415,18.0425,3/18/17,194,977
-77.9423,18.0425,3/18/17,128,978
-77.9396,18.0433,3/18/17,146,979
-77.9389,18.042,3/18/17,208,980
-77.9397,18.0416,3/18/17,338,981
-77.9426,18.0452,3/18/17,153,982
-77.9431,18.0462,3/18/17,54,983
-77.9417,18.0428,3/18/17,194,984
-77.9417,18.0427,3/18/17,128,985
-77.9402,18.042,3/18/17,338,986
-77.9395,18.0428,3/18/17,146,987
-77.9386,18.0418,3/18/17,208,988
-77.9432,18.0463,3/18/17,54,989
-77.9432,18.0458,3/18/17,153,990
-77.9419,18.0425,3/18/17,128,991
-77.9416,18.0422,3/18/17,194,992
-77.9398,18.0417,3/18/17,338,993
-77.9393,18.0419,3/18/17,208,994
-77.9398,18.0425,3/18/17,146,995
-77.9435,18.0457,3/18/17,153,996
-77.9433,18.0455,3/18/17,54,997
-77.9401,18.0451,3/18/17,46,998
-77.9418,18.0427,3/18/17,128,999
-77.9413,18.0422,3/18/17,194,1000
-77.9399,18.0421,3/18/17,338,1001
-77.9391,18.0415,3/18/17,208,1002
-77.9399,18.0427,3/18/17,146,1003
-77.9353,18.0394,3/19/17,114,1004
-77.9425,18.0425,3/19/17,128,1005
-77.9366,18.04,3/19/17,169,1006
-77.9323,18.0411,3/19/17,89,1007
-77.9353,18.039,3/19/17,114,1008
-77.9366,18.0401,3/19/17,169,1009
-77.932,18.0411,3/19/17,89,1010
-77.9359,18.0375,3/19/17,114,1011
-77.9358,18.0342,3/19/17,302,1012
-77.9315,18.0409,3/19/17,89,1013
-77.9358,18.0339,3/19/17,302,1014
-77.9361,18.039,3/19/17,169,1015
-77.9318,18.0412,3/19/17,89,1016
-77.9347,18.0327,3/19/17,302,1017
-77.9318,18.0415,3/19/17,89,1018
-77.9428,18.0454,3/20/17,153,1019
-77.9425,18.0456,3/20/17,54,1020
-77.9404,18.0452,3/20/17,46,1021
-77.9396,18.0432,3/20/17,146,1022
-77.9399,18.0422,3/20/17,338,1023
-77.9402,18.042,3/20/17,208,1024
-77.9414,18.043,3/20/17,194,1025
-77.9423,18.0424,3/20/17,128,1026
-77.9428,18.0453,3/20/17,153,1027
-77.9426,18.0458,3/20/17,54,1028
-77.9401,18.0456,3/20/17,46,1029
-77.94,18.0432,3/20/17,146,1030
-77.9394,18.0423,3/20/17,208,1031
-77.9402,18.042,3/20/17,338,1032
-77.9416,18.043,3/20/17,194,1033
-77.9419,18.0432,3/20/17,128,1034
-77.9425,18.045,3/20/17,153,1035
-77.9433,18.0464,3/20/17,54,1036
-77.9404,18.0453,3/20/17,46,1037
-77.9396,18.0429,3/20/17,146,1038
-77.9393,18.0425,3/20/17,208,1039
-77.9401,18.0422,3/20/17,338,1040
-77.9419,18.0433,3/20/17,194,1041
-77.9421,18.0431,3/20/17,128,1042
-77.9425,18.0447,3/20/17,153,1043
-77.9433,18.0467,3/20/17,54,1044
-77.94,18.0452,3/20/17,46,1045
-77.94,18.0431,3/20/17,146,1046
-77.9402,18.0418,3/20/17,338,1047
-77.9419,18.0431,3/20/17,194,1048
-77.942,18.0431,3/20/17,128,1049
-77.9425,18.0449,3/20/17,153,1050
-77.9433,18.0467,3/20/17,54,1051
-77.9402,18.0452,3/20/17,46,1052
-77.9399,18.0431,3/20/17,146,1054
-77.9397,18.0415,3/20/17,338,1055
-77.9396,18.0419,3/21/17,338,1056
-77.94,18.0429,3/21/17,146,1057
-77.9392,18.0415,3/21/17,208,1058
-77.9423,18.0421,3/21/17,128,1059
-77.9416,18.043,3/21/17,194,1060
-77.9434,18.0458,3/21/17,153,1061
-77.9426,18.0458,3/21/17,54,1062
-77.9401,18.0454,3/21/17,46,1063
-77.9396,18.0429,3/21/17,146,1064
-77.9399,18.0418,3/21/17,208,1065
-77.9401,18.0421,3/21/17,338,1066
-77.9415,18.043,3/21/17,194,1067
-77.9425,18.0425,3/21/17,128,1068
-77.9433,18.0463,3/21/17,54,1069
-77.9422,18.0444,3/21/17,153,1070
-77.9401,18.0455,3/21/17,46,1071
-77.9397,18.0431,3/21/17,146,1072
-77.9402,18.0414,3/21/17,338,1073
-77.9416,18.0431,3/21/17,194,1074
-77.9419,18.0431,3/21/17,128,1075
-77.9433,18.0462,3/21/17,54,1076
-77.9402,18.0453,3/21/17,46,1077
-77.9431,18.0446,3/21/17,153,1078
-77.9397,18.0433,3/21/17,146,1079
-77.94,18.0454,3/21/17,46,1080
-77.9433,18.0465,3/21/17,54,1081
-77.9432,18.0448,3/21/17,153,1082
-77.9412,18.0407,3/21/17,208,1083
-77.932,18.0408,3/22/17,89,1085
-77.9357,18.0387,3/22/17,114,1086
-77.936,18.0385,3/22/17,169,1087
-77.9352,18.0337,3/22/17,302,1088
-77.9315,18.041,3/22/17,89,1089
-77.9359,18.0374,3/22/17,114,1090
-77.9354,18.0388,3/22/17,169,1091
-77.935,18.0332,3/22/17,302,1092
-77.9421,18.0462,3/15/17,54,1093
-77.9412,18.045,3/15/17,46,1094
-77.9417,18.0438,3/15/17,128,1095
-77.942,18.0435,3/15/17,194,1096
-77.9395,18.0431,3/15/17,146,1097
-77.9398,18.0421,3/15/17,338,1098
-77.9394,18.0423,3/15/17,208,1099
-77.9439,18.0456,3/15/17,153,1100
-77.9426,18.0457,3/15/17,54,1101
-77.9411,18.0452,3/15/17,46,1102
-77.935,18.0354,3/20/17,302,1104
-77.9356,18.0344,3/20/17,302,1105
-77.9354,18.0383,3/20/17,114,1106
-77.9366,18.0402,3/20/17,169,1107
-77.9356,18.0379,3/20/17,114,1108
-77.936,18.0385,3/20/17,169,1109
-77.9353,18.0353,3/21/17,302,1111
-77.9355,18.0379,3/21/17,114,1112
-77.9317,18.0408,3/21/17,89,1113
-77.932,18.0409,3/21/17,89,1115
-77.9356,18.0392,3/21/17,169,1116
-77.9394,18.0427,3/25/17,146,1117
-77.9423,18.0434,3/25/17,194,1118
-77.9416,18.0434,3/25/17,128,1119
-77.9416,18.0428,3/25/17,338,1120
-77.9427,18.0453,3/25/17,153,1121
-77.9425,18.0458,3/25/17,54,1122
-77.9402,18.0451,3/25/17,46,1123
-77.9387,18.0425,3/25/17,208,1124
-77.9394,18.0428,3/25/17,146,1125
-77.9417,18.0429,3/25/17,338,1126
-77.942,18.0435,3/25/17,128,1127
-77.9424,18.0431,3/25/17,194,1128
-77.9353,18.0337,3/26/17,302,1129
-77.9356,18.0386,3/26/17,114,1130
-77.9357,18.0356,3/26/17,169,1131
-77.932,18.0417,3/26/17,89,1132
-77.9352,18.0383,3/26/17,114,1133
-77.9348,18.0322,3/26/17,302,1134
-77.9355,18.0356,3/26/17,169,1135
-77.9426,18.0449,3/26/17,153,1136
-77.9433,18.0468,3/26/17,54,1137
-77.9402,18.0451,3/26/17,46,1138
-77.9404,18.0436,3/26/17,208,1139
-77.9395,18.0428,3/26/17,146,1140
-77.9423,18.0444,3/26/17,153,1141
-77.9434,18.0467,3/26/17,54,1142
-77.9404,18.0452,3/26/17,46,1143
-77.9403,18.0441,3/26/17,208,1144
-77.9396,18.0427,3/26/17,146,1145
-77.9412,18.0435,3/26/17,338,1146
-77.9421,18.0437,3/26/17,194,1147
-77.9426,18.0457,3/27/17,54,1148
-77.9417,18.0422,3/27/17,128,1149
-77.9413,18.0425,3/27/17,194,1150
-77.9397,18.0418,3/27/17,338,1151
-77.9398,18.0431,3/27/17,146,1152
-77.9399,18.0435,3/27/17,208,1153
-77.94,18.0453,3/27/17,46,1154
-77.9425,18.045,3/27/17,153,1155
-77.9431,18.046,3/27/17,54,1156
-77.9411,18.0424,3/27/17,338,1157
-77.942,18.0422,3/27/17,128,1158
-77.9395,18.0427,3/27/17,146,1159
-77.9402,18.0435,3/27/17,208,1160
-77.9401,18.0453,3/27/17,46,1161
-77.9424,18.0445,3/27/17,153,1162
-77.9433,18.0466,3/27/17,54,1163
-77.9422,18.0426,3/27/17,128,1164
-77.9395,18.0427,3/27/17,146,1165
-77.9407,18.0435,3/27/17,208,1166
-77.9418,18.043,3/27/17,194,1167
-77.9424,18.0445,3/27/17,153,1168
-77.9433,18.0467,3/27/17,54,1169
-77.94,18.0454,3/27/17,46,1170
-77.9319,18.041,3/28/17,89,1171
-77.9355,18.0373,3/28/17,169,1172
-77.9354,18.0351,3/28/17,302,1173
-77.9322,18.0407,3/28/17,89,1174
-77.9359,18.0372,3/28/17,169,1175
-77.9424,18.0445,3/28/17,153,1176
-77.9432,18.0464,3/28/17,54,1177
-77.94,18.0454,3/28/17,46,1178
-77.942,18.0418,3/28/17,194,1179
-77.9399,18.0431,3/28/17,146,1180
-77.9394,18.0442,3/28/17,208,1181
-77.9418,18.0434,3/26/17,128,1182
-77.9416,18.0425,3/26/17,194,1183
-77.9422,18.0435,3/29/17,128,1184
-77.9408,18.0418,3/29/17,514,1185
-77.9427,18.0457,3/29/17,54,1186
-77.9433,18.0456,3/29/17,153,1187
-77.9402,18.0452,3/29/17,46,1188
-77.9399,18.0435,3/29/17,208,1189
-77.9418,18.0434,3/29/17,128,1190
-77.9417,18.0421,3/29/17,194,1191
-77.9421,18.0435,3/29/17,128,1192
-77.9432,18.0464,3/29/17,54,1193
-77.9431,18.0448,3/29/17,153,1194
-77.9362,18.0373,3/30/17,169,1195
-77.9357,18.0375,3/30/17,114,1196
-77.935,18.0358,3/30/17,302,1197
-77.942,18.0436,3/30/17,128,1198
-77.9395,18.0427,3/30/17,146,1199
-77.9412,18.0422,3/30/17,338,1200
-77.941,18.0434,3/30/17,518,1201
-77.9395,18.0428,3/30/17,146,1202
-77.9351,18.036,4/1/17,169,1203
-77.9355,18.0356,4/1/17,302,1204
-77.9353,18.0357,4/1/17,302,1205
-77.9395,18.0428,4/1/17,146,1207
-77.9401,18.0451,4/2/17,46,1208
-77.9416,18.0456,4/3/17,518,1209
-77.9353,18.0364,4/3/17,169,1210
-77.9353,18.0359,4/3/17,302,1208
-77.9352,18.0348,4/3/17,114,1212
-77.9354,18.0359,4/3/17,169,1213
-77.9352,18.0359,4/5/17,302,1214
-77.9353,18.0337,4/5/17,513,1215
-77.9411,18.0454,4/5/17,518,1216
-77.9418,18.0434,3/26/17,128,1217
-77.9418,18.0426,3/26/17,194,1218
-77.9416,18.0429,3/30/17,194,1219
-77.939,18.0435,3/30/17,208,1220
-77.9425,18.0449,3/30/17,153,1221
-77.9427,18.0459,3/30/17,54,1222
-77.9407,18.0452,3/30/17,46,1223
-77.9393,18.044,4/1/17,208,1224
-77.9407,18.0448,4/2/17,208,1225
-77.9424,18.0446,4/2/17,153,1226
-77.939,18.0435,4/3/17,208,1227
-77.9401,18.0455,4/3/17,46,1228
-77.9419,18.0461,4/4/17,153,1229
-77.9355,18.0339,4/8/17,513,1230
-77.935,18.0336,4/8/17,302,1231
-77.9347,18.0348,4/10/17,513,1232
-77.9351,18.0337,4/10/17,302,1233
-77.9348,18.0334,4/12/17,302,1234
-77.9349,18.0342,4/12/17,513,1235
-77.9351,18.0329,4/13/17,302,1236
-77.9348,18.034,4/13/17,513,1237
-77.9392,18.0418,4/13/17,514,1238
-77.9425,18.043,2/5/17,128,1239
